investor_id,sip_transactions,avg_gap_days,risk_status
INV001022,5,79.25,At Risk
INV001023,4,66.0,At Risk
INV001024,5,70.0,At Risk
INV001025,2,65.0,At Risk
INV001026,5,40.0,At Risk
INV001027,3,247.0,At Risk
INV001028,1,,Normal
INV001029,6,79.2,At Risk
INV001030,2,237.0,At Risk
INV001031,6,62.6,At Risk
INV001033,1,,Normal
INV001034,4,92.66666666666667,At Risk
INV001036,6,84.6,At Risk
INV001037,1,,Normal
INV001038,3,196.0,At Risk
INV001039,3,60.0,At Risk
INV001040,2,211.0,At Risk
INV001041,1,,Normal
INV001042,4,87.66666666666667,At Risk
INV001043,3,107.5,At Risk
INV001044,1,,Normal
INV001045,3,249.0,At Risk
INV001046,2,427.0,At Risk
INV001047,3,227.5,At Risk
INV001048,4,81.0,At Risk
INV001049,3,129.0,At Risk
INV001050,1,,Normal
INV001051,3,74.0,At Risk
INV001052,3,65.5,At Risk
INV001053,2,52.0,At Risk
INV001055,4,106.0,At Risk
INV001056,3,230.0,At Risk
INV001057,2,218.0,At Risk
INV001058,8,70.42857142857143,At Risk
INV001059,1,,Normal
INV001060,3,147.0,At Risk
INV001061,2,106.0,At Risk
INV001062,4,105.0,At Risk
INV001063,4,94.33333333333333,At Risk
INV001064,3,137.0,At Risk
INV001065,1,,Normal
INV001066,2,461.0,At Risk
INV001067,7,39.166666666666664,At Risk
INV001068,2,137.0,At Risk
INV001069,3,73.5,At Risk
INV001070,6,89.0,At Risk
INV001071,2,325.0,At Risk
INV001074,3,105.5,At Risk
INV001075,2,29.0,Normal
INV001076,1,,Normal
INV001077,6,74.8,At Risk
INV001078,1,,Normal
INV001079,6,88.2,At Risk
INV001080,4,121.66666666666667,At Risk
INV001081,4,16.666666666666668,Normal
INV001083,5,86.5,At Risk
INV001086,1,,Normal
INV001087,2,124.0,At Risk
INV001088,3,195.5,At Risk
INV001089,1,,Normal
INV001091,2,239.0,At Risk
INV001092,5,83.5,At Risk
INV001093,5,53.5,At Risk
INV001094,5,59.5,At Risk
INV001096,5,116.75,At Risk
INV001097,2,58.0,At Risk
INV001098,1,,Normal
INV001099,3,159.5,At Risk
INV001101,2,88.0,At Risk
INV001102,3,174.0,At Risk
INV001103,4,62.0,At Risk
INV001104,2,312.0,At Risk
INV001105,1,,Normal
INV001106,2,127.0,At Risk
INV001107,1,,Normal
INV001108,1,,Normal
INV001109,3,180.5,At Risk
INV001110,2,273.0,At Risk
INV001111,3,168.0,At Risk
INV001112,1,,Normal
INV001113,3,124.5,At Risk
INV001115,4,110.66666666666667,At Risk
INV001116,3,71.5,At Risk
INV001117,1,,Normal
INV001118,6,69.6,At Risk
INV001119,2,128.0,At Risk
INV001121,1,,Normal
INV001122,1,,Normal
INV001123,4,122.33333333333333,At Risk
INV001124,4,159.33333333333334,At Risk
INV001125,1,,Normal
INV001126,1,,Normal
INV001127,2,330.0,At Risk
INV001128,8,63.142857142857146,At Risk
INV001130,4,98.33333333333333,At Risk
INV001131,6,94.2,At Risk
INV001133,2,25.0,Normal
INV001134,1,,Normal
INV001135,1,,Normal
INV001136,1,,Normal
INV001137,4,88.0,At Risk
INV001138,5,66.25,At Risk
INV001139,1,,Normal
INV001140,2,396.0,At Risk
INV001141,2,390.0,At Risk
INV001142,2,102.0,At Risk
INV001144,3,150.5,At Risk
INV001147,5,49.5,At Risk
INV001149,1,,Normal
INV001150,1,,Normal
INV001152,2,17.0,Normal
INV001154,1,,Normal
INV001155,5,121.0,At Risk
INV001156,4,131.0,At Risk
INV001157,7,61.666666666666664,At Risk
INV001158,2,151.0,At Risk
INV001159,2,44.0,At Risk
INV001160,1,,Normal
INV001161,2,188.0,At Risk
INV001162,2,301.0,At Risk
INV001163,5,107.75,At Risk
INV001164,2,280.0,At Risk
INV001165,2,66.0,At Risk
INV001166,4,100.0,At Risk
INV001168,2,119.0,At Risk
INV001169,1,,Normal
INV001170,3,75.0,At Risk
INV001172,2,418.0,At Risk
INV001173,1,,Normal
INV001174,6,85.8,At Risk
INV001175,2,106.0,At Risk
INV001176,1,,Normal
INV001178,5,99.0,At Risk
INV001179,2,23.0,Normal
INV001180,2,272.0,At Risk
INV001181,1,,Normal
INV001182,4,118.33333333333333,At Risk
INV001183,1,,Normal
INV001185,4,74.33333333333333,At Risk
INV001186,3,17.5,Normal
INV001188,2,49.0,At Risk
INV001189,5,36.0,At Risk
INV001190,1,,Normal
INV001191,2,127.0,At Risk
INV001192,2,41.0,At Risk
INV001194,1,,Normal
INV001195,4,96.33333333333333,At Risk
INV001197,6,79.8,At Risk
INV001198,6,87.4,At Risk
INV001199,1,,Normal
INV001202,1,,Normal
INV001204,4,96.66666666666667,At Risk
INV001205,2,167.0,At Risk
INV001206,6,38.8,At Risk
INV001207,2,305.0,At Risk
INV001208,3,168.0,At Risk
INV001209,2,93.0,At Risk
INV001210,3,94.0,At Risk
INV001211,2,346.0,At Risk
INV001212,3,92.0,At Risk
INV001213,7,73.33333333333333,At Risk
INV001214,3,151.0,At Risk
INV001215,2,298.0,At Risk
INV001216,1,,Normal
INV001217,4,94.0,At Risk
INV001218,4,113.66666666666667,At Risk
INV001219,3,24.5,Normal
INV001220,2,119.0,At Risk
INV001221,3,195.5,At Risk
INV001222,1,,Normal
INV001223,4,86.33333333333333,At Risk
INV001224,4,94.66666666666667,At Risk
INV001225,6,81.8,At Risk
INV001226,2,1.0,Normal
INV001227,7,66.16666666666667,At Risk
INV001228,7,79.16666666666667,At Risk
INV001229,1,,Normal
INV001232,2,204.0,At Risk
INV001233,4,90.0,At Risk
INV001234,4,83.33333333333333,At Risk
INV001235,2,211.0,At Risk
INV001236,3,22.5,Normal
INV001237,1,,Normal
INV001238,5,100.0,At Risk
INV001240,1,,Normal
INV001241,2,117.0,At Risk
INV001242,4,106.0,At Risk
INV001244,1,,Normal
INV001245,4,33.0,Normal
INV001246,4,66.0,At Risk
INV001247,2,249.0,At Risk
INV001249,2,171.0,At Risk
INV001250,4,113.33333333333333,At Risk
INV001251,3,193.0,At Risk
INV001252,1,,Normal
INV001253,1,,Normal
INV001254,3,216.0,At Risk
INV001255,2,161.0,At Risk
INV001256,1,,Normal
INV001257,5,117.75,At Risk
INV001259,7,60.166666666666664,At Risk
INV001260,2,191.0,At Risk
INV001261,2,212.0,At Risk
INV001262,1,,Normal
INV001263,1,,Normal
INV001264,3,105.0,At Risk
INV001265,2,295.0,At Risk
INV001266,1,,Normal
INV001268,1,,Normal
INV001269,5,107.25,At Risk
INV001270,2,18.0,Normal
INV001272,2,148.0,At Risk
INV001273,1,,Normal
INV001274,5,108.0,At Risk
INV001275,5,82.5,At Risk
INV001276,1,,Normal
INV001278,1,,Normal
INV001279,1,,Normal
INV001280,4,95.66666666666667,At Risk
INV001281,2,68.0,At Risk
INV001282,2,225.0,At Risk
INV001283,1,,Normal
INV001284,6,101.2,At Risk
INV001285,1,,Normal
INV001287,3,187.0,At Risk
INV001288,1,,Normal
INV001291,1,,Normal
INV001293,1,,Normal
INV001295,1,,Normal
INV001296,1,,Normal
INV001298,4,46.666666666666664,At Risk
INV001299,3,70.0,At Risk
INV001300,4,150.0,At Risk
INV001301,3,122.0,At Risk
INV001303,2,209.0,At Risk
INV001304,6,87.0,At Risk
INV001307,1,,Normal
INV001308,3,94.5,At Risk
INV001310,2,42.0,At Risk
INV001312,7,72.83333333333333,At Risk
INV001313,3,139.5,At Risk
INV001315,3,220.0,At Risk
INV001316,4,91.0,At Risk
INV001317,5,86.75,At Risk
INV001318,1,,Normal
INV001319,4,78.33333333333333,At Risk
INV001320,6,90.4,At Risk
INV001321,2,137.0,At Risk
INV001322,4,151.0,At Risk
INV001324,1,,Normal
INV001325,3,149.0,At Risk
INV001326,4,50.0,At Risk
INV001327,1,,Normal
INV001328,3,115.5,At Risk
INV001329,4,134.0,At Risk
INV001330,2,176.0,At Risk
INV001331,4,133.33333333333334,At Risk
INV001332,2,410.0,At Risk
INV001333,5,124.75,At Risk
INV001334,5,79.75,At Risk
INV001335,1,,Normal
INV001336,1,,Normal
INV001337,1,,Normal
INV001338,1,,Normal
INV001340,2,123.0,At Risk
INV001341,2,381.0,At Risk
INV001342,4,15.333333333333334,Normal
INV001343,2,101.0,At Risk
INV001344,2,225.0,At Risk
INV001345,4,144.0,At Risk
INV001346,2,252.0,At Risk
INV001348,4,72.33333333333333,At Risk
INV001349,2,44.0,At Risk
INV001350,6,82.0,At Risk
INV001351,5,97.75,At Risk
INV001352,2,139.0,At Risk
INV001353,2,129.0,At Risk
INV001354,5,94.25,At Risk
INV001355,5,100.25,At Risk
INV001356,5,68.0,At Risk
INV001357,1,,Normal
INV001359,2,29.0,Normal
INV001361,2,137.0,At Risk
INV001362,1,,Normal
INV001363,2,125.0,At Risk
INV001364,2,126.0,At Risk
INV001365,1,,Normal
INV001366,4,145.0,At Risk
INV001367,1,,Normal
INV001368,2,26.0,Normal
INV001369,5,95.75,At Risk
INV001370,2,71.0,At Risk
INV001371,3,94.5,At Risk
INV001372,1,,Normal
INV001373,2,26.0,Normal
INV001374,5,83.75,At Risk
INV001375,5,57.75,At Risk
INV001377,4,74.33333333333333,At Risk
INV001378,5,99.0,At Risk
INV001379,3,145.0,At Risk
INV001380,1,,Normal
INV001381,1,,Normal
INV001382,1,,Normal
INV001383,2,220.0,At Risk
INV001384,6,48.2,At Risk
INV001385,2,7.0,Normal
INV001386,5,62.5,At Risk
INV001388,4,84.66666666666667,At Risk
INV001389,5,108.75,At Risk
INV001390,3,108.5,At Risk
INV001391,4,160.33333333333334,At Risk
INV001392,4,76.66666666666667,At Risk
INV001393,1,,Normal
INV001394,1,,Normal
INV001395,4,122.0,At Risk
INV001396,3,200.5,At Risk
INV001397,6,71.0,At Risk
INV001398,7,67.16666666666667,At Risk
INV001399,3,178.0,At Risk
INV001400,5,83.75,At Risk
INV001401,4,58.0,At Risk
INV001402,5,93.0,At Risk
INV001403,1,,Normal
INV001404,2,251.0,At Risk
INV001406,2,107.0,At Risk
INV001407,4,111.33333333333333,At Risk
INV001408,1,,Normal
INV001409,2,15.0,Normal
INV001410,4,137.66666666666666,At Risk
INV001411,3,145.5,At Risk
INV001412,1,,Normal
INV001413,3,71.0,At Risk
INV001414,1,,Normal
INV001415,2,62.0,At Risk
INV001417,4,117.33333333333333,At Risk
INV001418,3,169.5,At Risk
INV001419,2,160.0,At Risk
INV001420,3,105.5,At Risk
INV001421,3,159.5,At Risk
INV001422,1,,Normal
INV001423,3,115.0,At Risk
INV001424,2,21.0,Normal
INV001428,6,91.6,At Risk
INV001429,1,,Normal
INV001431,1,,Normal
INV001432,1,,Normal
INV001433,3,23.0,Normal
INV001434,3,241.5,At Risk
INV001436,2,286.0,At Risk
INV001437,3,133.5,At Risk
INV001439,4,50.333333333333336,At Risk
INV001440,3,47.5,At Risk
INV001442,3,196.5,At Risk
INV001443,3,137.0,At Risk
INV001445,1,,Normal
INV001446,2,37.0,At Risk
INV001447,1,,Normal
INV001448,4,79.66666666666667,At Risk
INV001449,3,114.0,At Risk
INV001450,1,,Normal
INV001452,1,,Normal
INV001453,1,,Normal
INV001454,1,,Normal
INV001455,4,93.66666666666667,At Risk
INV001456,4,104.66666666666667,At Risk
INV001457,6,83.6,At Risk
INV001458,5,40.75,At Risk
INV001459,4,155.0,At Risk
INV001460,7,46.0,At Risk
INV001462,4,133.66666666666666,At Risk
INV001463,3,144.5,At Risk
INV001465,4,71.66666666666667,At Risk
INV001466,5,44.5,At Risk
INV001467,5,105.5,At Risk
INV001468,2,53.0,At Risk
INV001469,2,32.0,Normal
INV001470,4,54.0,At Risk
INV001471,1,,Normal
INV001472,3,111.0,At Risk
INV001473,4,125.0,At Risk
INV001474,1,,Normal
INV001475,1,,Normal
INV001476,1,,Normal
INV001477,2,142.0,At Risk
INV001478,3,73.0,At Risk
INV001479,1,,Normal
INV001480,3,102.0,At Risk
INV001481,2,115.0,At Risk
INV001482,2,114.0,At Risk
INV001483,1,,Normal
INV001484,3,149.5,At Risk
INV001485,1,,Normal
INV001486,1,,Normal
INV001488,2,103.0,At Risk
INV001489,1,,Normal
INV001490,1,,Normal
INV001491,2,80.0,At Risk
INV001492,2,87.0,At Risk
INV001493,3,150.0,At Risk
INV001496,6,80.2,At Risk
INV001497,3,176.5,At Risk
INV001498,5,86.0,At Risk
INV001499,7,57.0,At Risk
INV001500,5,111.75,At Risk
INV001501,4,69.0,At Risk
INV001502,1,,Normal
INV001503,2,27.0,Normal
INV001504,1,,Normal
INV001505,1,,Normal
INV001506,4,156.33333333333334,At Risk
INV001507,6,74.2,At Risk
INV001508,7,69.16666666666667,At Risk
INV001510,3,8.5,Normal
INV001511,2,56.0,At Risk
INV001512,6,80.0,At Risk
INV001513,3,27.5,Normal
INV001514,4,121.33333333333333,At Risk
INV001515,1,,Normal
INV001516,3,187.5,At Risk
INV001517,3,82.0,At Risk
INV001518,4,123.0,At Risk
INV001520,2,59.0,At Risk
INV001521,4,10.333333333333334,Normal
INV001522,1,,Normal
INV001523,1,,Normal
INV001524,2,255.0,At Risk
INV001525,2,88.0,At Risk
INV001526,4,63.666666666666664,At Risk
INV001527,2,237.0,At Risk
INV001528,6,62.4,At Risk
INV001529,2,428.0,At Risk
INV001530,2,46.0,At Risk
INV001531,1,,Normal
INV001532,4,158.0,At Risk
INV001533,2,168.0,At Risk
INV001534,3,199.0,At Risk
INV001535,1,,Normal
INV001536,4,81.0,At Risk
INV001537,2,280.0,At Risk
INV001538,3,39.5,At Risk
INV001539,1,,Normal
INV001541,1,,Normal
INV001543,4,61.0,At Risk
INV001544,6,68.2,At Risk
INV001545,5,80.25,At Risk
INV001546,2,351.0,At Risk
INV001547,5,114.75,At Risk
INV001548,2,27.0,Normal
INV001549,4,132.66666666666666,At Risk
INV001550,4,85.33333333333333,At Risk
INV001551,3,153.5,At Risk
INV001552,1,,Normal
INV001553,8,70.57142857142857,At Risk
INV001555,4,151.66666666666666,At Risk
INV001556,2,232.0,At Risk
INV001557,5,120.5,At Risk
INV001558,6,77.4,At Risk
INV001559,1,,Normal
INV001560,3,224.0,At Risk
INV001561,4,29.333333333333332,Normal
INV001562,1,,Normal
INV001563,1,,Normal
INV001564,4,87.66666666666667,At Risk
INV001565,3,126.0,At Risk
INV001566,1,,Normal
INV001567,1,,Normal
INV001569,1,,Normal
INV001570,7,79.83333333333333,At Risk
INV001571,2,67.0,At Risk
INV001573,3,147.5,At Risk
INV001574,2,85.0,At Risk
INV001575,5,105.25,At Risk
INV001576,2,229.0,At Risk
INV001578,2,153.0,At Risk
INV001579,5,102.75,At Risk
INV001580,5,104.75,At Risk
INV001581,4,70.0,At Risk
INV001583,6,82.2,At Risk
INV001584,2,336.0,At Risk
INV001585,3,117.5,At Risk
INV001587,4,106.66666666666667,At Risk
INV001588,4,123.66666666666667,At Risk
INV001590,1,,Normal
INV001591,9,40.0,At Risk
INV001592,4,29.666666666666668,Normal
INV001593,2,214.0,At Risk
INV001594,5,114.5,At Risk
INV001595,3,186.5,At Risk
INV001596,5,82.0,At Risk
INV001597,4,71.33333333333333,At Risk
INV001598,4,79.0,At Risk
INV001599,6,42.4,At Risk
INV001600,2,378.0,At Risk
INV001601,2,192.0,At Risk
INV001602,6,55.4,At Risk
INV001603,4,82.66666666666667,At Risk
INV001604,1,,Normal
INV001605,3,221.5,At Risk
INV001606,1,,Normal
INV001607,1,,Normal
INV001608,6,72.0,At Risk
INV001609,6,95.0,At Risk
INV001610,1,,Normal
INV001611,6,85.4,At Risk
INV001612,5,60.75,At Risk
INV001613,1,,Normal
INV001614,2,159.0,At Risk
INV001615,5,45.25,At Risk
INV001616,3,78.0,At Risk
INV001617,1,,Normal
INV001618,3,154.5,At Risk
INV001619,3,76.5,At Risk
INV001620,3,29.5,Normal
INV001623,5,62.25,At Risk
INV001624,8,53.42857142857143,At Risk
INV001625,6,87.2,At Risk
INV001626,2,189.0,At Risk
INV001627,2,149.0,At Risk
INV001628,4,64.66666666666667,At Risk
INV001629,5,92.0,At Risk
INV001630,2,62.0,At Risk
INV001631,5,75.0,At Risk
INV001632,2,87.0,At Risk
INV001634,2,12.0,Normal
INV001635,5,109.5,At Risk
INV001636,2,70.0,At Risk
INV001637,5,96.5,At Risk
INV001638,1,,Normal
INV001639,2,347.0,At Risk
INV001640,7,51.333333333333336,At Risk
INV001641,4,116.33333333333333,At Risk
INV001642,4,77.33333333333333,At Risk
INV001643,3,99.0,At Risk
INV001644,5,102.5,At Risk
INV001645,2,294.0,At Risk
INV001646,1,,Normal
INV001647,1,,Normal
INV001648,4,156.33333333333334,At Risk
INV001649,2,265.0,At Risk
INV001650,3,25.0,Normal
INV001651,4,153.0,At Risk
INV001652,5,76.5,At Risk
INV001653,2,304.0,At Risk
INV001654,3,161.0,At Risk
INV001655,1,,Normal
INV001656,2,325.0,At Risk
INV001657,1,,Normal
INV001658,6,44.0,At Risk
INV001660,2,72.0,At Risk
INV001661,2,68.0,At Risk
INV001662,6,82.2,At Risk
INV001663,3,79.5,At Risk
INV001664,1,,Normal
INV001666,2,232.0,At Risk
INV001668,2,188.0,At Risk
INV001669,1,,Normal
INV001670,7,54.833333333333336,At Risk
INV001671,3,51.0,At Risk
INV001672,3,41.5,At Risk
INV001674,2,28.0,Normal
INV001675,1,,Normal
INV001676,4,157.33333333333334,At Risk
INV001677,3,52.0,At Risk
INV001678,2,22.0,Normal
INV001679,3,203.5,At Risk
INV001680,3,35.5,At Risk
INV001681,1,,Normal
INV001683,1,,Normal
INV001686,1,,Normal
INV001687,1,,Normal
INV001688,2,14.0,Normal
INV001689,6,100.2,At Risk
INV001690,2,213.0,At Risk
INV001691,3,58.0,At Risk
INV001692,9,49.625,At Risk
INV001693,1,,Normal
INV001694,2,133.0,At Risk
INV001695,4,25.666666666666668,Normal
INV001696,2,276.0,At Risk
INV001697,3,102.0,At Risk
INV001699,2,205.0,At Risk
INV001701,7,60.166666666666664,At Risk
INV001702,1,,Normal
INV001704,1,,Normal
INV001705,5,62.5,At Risk
INV001706,5,50.75,At Risk
INV001707,2,31.0,Normal
INV001708,2,36.0,At Risk
INV001709,2,132.0,At Risk
INV001710,2,230.0,At Risk
INV001712,2,255.0,At Risk
INV001713,3,89.0,At Risk
INV001717,5,93.0,At Risk
INV001718,3,84.0,At Risk
INV001719,2,8.0,Normal
INV001720,3,161.5,At Risk
INV001721,3,170.0,At Risk
INV001722,2,268.0,At Risk
INV001723,4,151.66666666666666,At Risk
INV001724,2,124.0,At Risk
INV001725,6,75.8,At Risk
INV001726,3,162.5,At Risk
INV001727,2,274.0,At Risk
INV001728,3,16.5,Normal
INV001729,4,102.33333333333333,At Risk
INV001732,2,310.0,At Risk
INV001733,1,,Normal
INV001734,1,,Normal
INV001735,2,10.0,Normal
INV001736,3,91.5,At Risk
INV001737,2,180.0,At Risk
INV001738,3,220.5,At Risk
INV001739,1,,Normal
INV001740,5,101.0,At Risk
INV001741,5,113.0,At Risk
INV001742,4,139.66666666666666,At Risk
INV001743,4,74.0,At Risk
INV001744,5,98.0,At Risk
INV001745,1,,Normal
INV001746,7,37.166666666666664,At Risk
INV001747,3,148.5,At Risk
INV001748,5,64.5,At Risk
INV001750,1,,Normal
INV001751,4,91.33333333333333,At Risk
INV001752,5,57.25,At Risk
INV001753,1,,Normal
INV001754,1,,Normal
INV001755,2,206.0,At Risk
INV001756,1,,Normal
INV001757,4,26.0,Normal
INV001758,6,65.2,At Risk
INV001759,2,64.0,At Risk
INV001762,4,110.0,At Risk
INV001763,4,105.0,At Risk
INV001764,2,89.0,At Risk
INV001765,4,157.66666666666666,At Risk
INV001766,1,,Normal
INV001767,1,,Normal
INV001768,2,19.0,Normal
INV001769,2,385.0,At Risk
INV001770,3,180.5,At Risk
INV001771,7,74.83333333333333,At Risk
INV001772,4,67.66666666666667,At Risk
INV001774,1,,Normal
INV001776,1,,Normal
INV001777,2,16.0,Normal
INV001778,4,76.0,At Risk
INV001779,1,,Normal
INV001780,5,46.5,At Risk
INV001781,1,,Normal
INV001782,6,93.6,At Risk
INV001783,5,113.25,At Risk
INV001784,6,79.6,At Risk
INV001787,4,97.66666666666667,At Risk
INV001788,2,74.0,At Risk
INV001789,3,102.5,At Risk
INV001790,6,75.2,At Risk
INV001791,2,49.0,At Risk
INV001792,1,,Normal
INV001793,1,,Normal
INV001794,4,121.66666666666667,At Risk
INV001795,2,172.0,At Risk
INV001796,4,147.0,At Risk
INV001797,4,152.0,At Risk
INV001798,1,,Normal
INV001799,3,219.5,At Risk
INV001800,4,103.66666666666667,At Risk
INV001801,1,,Normal
INV001802,3,138.5,At Risk
INV001803,3,42.5,At Risk
INV001804,3,175.0,At Risk
INV001805,2,180.0,At Risk
INV001806,3,181.5,At Risk
INV001807,2,164.0,At Risk
INV001808,2,306.0,At Risk
INV001809,1,,Normal
INV001810,6,90.6,At Risk
INV001811,3,186.5,At Risk
INV001812,1,,Normal
INV001813,5,29.5,Normal
INV001814,5,99.75,At Risk
INV001815,3,170.5,At Risk
INV001816,7,69.16666666666667,At Risk
INV001817,1,,Normal
INV001818,2,62.0,At Risk
INV001820,7,51.5,At Risk
INV001821,1,,Normal
INV001822,2,88.0,At Risk
INV001823,4,84.66666666666667,At Risk
INV001824,5,83.25,At Risk
INV001825,6,83.8,At Risk
INV001826,3,76.5,At Risk
INV001827,1,,Normal
INV001829,3,200.0,At Risk
INV001831,3,146.0,At Risk
INV001832,4,103.33333333333333,At Risk
INV001833,2,22.0,Normal
INV001834,3,162.0,At Risk
INV001835,1,,Normal
INV001836,6,58.4,At Risk
INV001837,5,116.25,At Risk
INV001838,1,,Normal
INV001839,2,374.0,At Risk
INV001840,1,,Normal
INV001841,3,103.5,At Risk
INV001842,6,73.6,At Risk
INV001843,5,69.75,At Risk
INV001844,7,68.83333333333333,At Risk
INV001845,2,117.0,At Risk
INV001846,2,406.0,At Risk
INV001847,3,33.0,Normal
INV001848,5,39.5,At Risk
INV001849,2,424.0,At Risk
INV001850,2,318.0,At Risk
INV001851,4,122.0,At Risk
INV001852,4,33.333333333333336,Normal
INV001853,4,59.333333333333336,At Risk
INV001854,2,290.0,At Risk
INV001856,4,93.66666666666667,At Risk
INV001857,7,58.333333333333336,At Risk
INV001858,3,236.5,At Risk
INV001859,4,104.33333333333333,At Risk
INV001860,2,4.0,Normal
INV001861,5,89.5,At Risk
INV001862,2,383.0,At Risk
INV001863,2,176.0,At Risk
INV001864,1,,Normal
INV001865,2,67.0,At Risk
INV001866,2,198.0,At Risk
INV001867,2,141.0,At Risk
INV001868,2,124.0,At Risk
INV001869,3,183.0,At Risk
INV001870,1,,Normal
INV001871,5,80.75,At Risk
INV001874,6,61.0,At Risk
INV001875,5,109.5,At Risk
INV001876,2,238.0,At Risk
INV001877,2,192.0,At Risk
INV001878,3,146.0,At Risk
INV001879,4,72.33333333333333,At Risk
INV001880,4,97.0,At Risk
INV001881,1,,Normal
INV001882,2,43.0,At Risk
INV001883,2,95.0,At Risk
INV001884,1,,Normal
INV001885,6,99.2,At Risk
INV001886,1,,Normal
INV001887,4,122.33333333333333,At Risk
INV001888,3,152.5,At Risk
INV001889,1,,Normal
INV001890,1,,Normal
INV001891,3,117.5,At Risk
INV001893,1,,Normal
INV001894,4,42.0,At Risk
INV001895,7,71.83333333333333,At Risk
INV001896,2,72.0,At Risk
INV001897,4,105.66666666666667,At Risk
INV001898,1,,Normal
INV001899,3,113.5,At Risk
INV001901,2,57.0,At Risk
INV001902,3,112.5,At Risk
INV001903,5,53.25,At Risk
INV001904,1,,Normal
INV001905,1,,Normal
INV001907,1,,Normal
INV001908,4,92.0,At Risk
INV001909,2,128.0,At Risk
INV001910,4,129.0,At Risk
INV001911,1,,Normal
INV001912,5,103.5,At Risk
INV001913,2,292.0,At Risk
INV001914,6,66.8,At Risk
INV001916,5,68.5,At Risk
INV001917,5,55.25,At Risk
INV001918,1,,Normal
INV001919,1,,Normal
INV001920,4,75.33333333333333,At Risk
INV001921,4,91.33333333333333,At Risk
INV001922,2,113.0,At Risk
INV001923,5,97.25,At Risk
INV001924,2,449.0,At Risk
INV001926,6,61.6,At Risk
INV001927,3,131.0,At Risk
INV001928,2,97.0,At Risk
INV001929,4,133.33333333333334,At Risk
INV001930,3,96.5,At Risk
INV001933,3,77.0,At Risk
INV001934,1,,Normal
INV001936,1,,Normal
INV001937,3,183.0,At Risk
INV001938,3,167.5,At Risk
INV001939,1,,Normal
INV001940,3,133.5,At Risk
INV001941,2,268.0,At Risk
INV001942,2,152.0,At Risk
INV001943,1,,Normal
INV001944,5,93.5,At Risk
INV001945,4,99.0,At Risk
INV001946,3,88.5,At Risk
INV001948,1,,Normal
INV001949,3,88.0,At Risk
INV001950,5,96.5,At Risk
INV001951,3,119.5,At Risk
INV001952,1,,Normal
INV001953,2,409.0,At Risk
INV001954,3,143.0,At Risk
INV001955,2,23.0,Normal
INV001956,3,208.5,At Risk
INV001958,3,186.5,At Risk
INV001959,5,107.5,At Risk
INV001960,1,,Normal
INV001961,2,56.0,At Risk
INV001962,1,,Normal
INV001963,2,397.0,At Risk
INV001965,1,,Normal
INV001966,2,57.0,At Risk
INV001967,3,58.5,At Risk
INV001968,1,,Normal
INV001969,5,82.75,At Risk
INV001970,6,81.2,At Risk
INV001971,3,100.0,At Risk
INV001972,4,111.33333333333333,At Risk
INV001974,9,38.625,At Risk
INV001975,5,87.5,At Risk
INV001976,1,,Normal
INV001977,4,124.33333333333333,At Risk
INV001978,1,,Normal
INV001979,5,105.0,At Risk
INV001981,4,163.66666666666666,At Risk
INV001982,2,23.0,Normal
INV001983,3,156.5,At Risk
INV001985,2,22.0,Normal
INV001986,2,243.0,At Risk
INV001987,4,116.66666666666667,At Risk
INV001988,2,110.0,At Risk
INV001990,4,143.33333333333334,At Risk
INV001991,2,55.0,At Risk
INV001992,1,,Normal
INV001993,5,93.0,At Risk
INV001994,1,,Normal
INV001995,3,95.0,At Risk
INV001996,1,,Normal
INV001997,3,110.0,At Risk
INV001998,7,78.66666666666667,At Risk
INV001999,8,47.0,At Risk
INV002000,2,48.0,At Risk
INV002001,3,125.5,At Risk
INV002002,3,70.5,At Risk
INV002003,5,62.0,At Risk
INV002004,1,,Normal
INV002005,4,109.0,At Risk
INV002006,2,143.0,At Risk
INV002007,1,,Normal
INV002008,5,88.25,At Risk
INV002010,2,334.0,At Risk
INV002011,5,119.5,At Risk
INV002012,2,18.0,Normal
INV002013,3,142.5,At Risk
INV002015,2,139.0,At Risk
INV002016,1,,Normal
INV002017,2,394.0,At Risk
INV002018,5,110.25,At Risk
INV002019,2,92.0,At Risk
INV002020,2,200.0,At Risk
INV002021,5,42.0,At Risk
INV002022,3,147.0,At Risk
INV002023,3,89.5,At Risk
INV002024,2,13.0,Normal
INV002026,1,,Normal
INV002027,1,,Normal
INV002028,1,,Normal
INV002029,1,,Normal
INV002030,4,154.33333333333334,At Risk
INV002032,1,,Normal
INV002033,4,105.66666666666667,At Risk
INV002034,4,135.0,At Risk
INV002035,8,36.0,At Risk
INV002036,7,51.333333333333336,At Risk
INV002037,4,106.66666666666667,At Risk
INV002038,3,115.5,At Risk
INV002039,8,60.857142857142854,At Risk
INV002040,6,78.8,At Risk
INV002041,2,107.0,At Risk
INV002042,5,103.5,At Risk
INV002043,2,93.0,At Risk
INV002044,6,74.4,At Risk
INV002045,4,107.66666666666667,At Risk
INV002046,1,,Normal
INV002049,3,75.5,At Risk
INV002050,2,276.0,At Risk
INV002051,4,55.666666666666664,At Risk
INV002052,2,43.0,At Risk
INV002055,4,81.33333333333333,At Risk
INV002056,4,76.0,At Risk
INV002057,1,,Normal
INV002058,2,60.0,At Risk
INV002059,1,,Normal
INV002060,2,104.0,At Risk
INV002061,3,203.5,At Risk
INV002062,3,58.0,At Risk
